Post_Date,Organization,Organization_Link,Posts,Is_Walkin,Qualification,Experience_Type,Last_Date,Days_Left,Job_Type
20-05-2025,Osmania University,https://linkingsky.com/government-exams/Teaching_Jobs/osmania-university-recruitment.html,1 Junior Research Fellow (Dept of Civil Engineering),False,Post Graduates,Fresher,28-05-2025,1.0,Regular
20-05-2025,Indian Institute of Management Lucknow (IIM Lucknow),https://linkingsky.com/government-exams/Teaching_Jobs/iim-lucknow-recruitment.html,1 Research Assistant/ Research Associate (Noida campus),False,Post Graduates,Fresher,28-05-2025,1.0,Regular
20-05-2025,Institute of Social and Economic Change (ISEC),https://linkingsky.com/government-exams/Teaching_Jobs/isec-recruitment.html,1 Research Associate,False,Post Graduates,Experience,31-05-2025,4.0,Regular
20-05-2025,Jawaharlal Nehru University (JNU),https://linkingsky.com/government-exams/Teaching_Jobs/jnu-delhi-recruitment.html,1 Project Assistant,False,"Graduates,Diploma",Fresher,15-06-2025,,Regular
20-05-2025,Jawaharlal Nehru University (JNU),https://linkingsky.com/government-exams/Teaching_Jobs/jnu-delhi-recruitment.html,2 Clinical Psychologist and Doctor,False,"Post Graduates,Doctors","Fresher,Experience",13-06-2025,,Regular
20-05-2025,National Institute of Technology Srinagar (NIT Srinagar),https://linkingsky.com/government-exams/Teaching_Jobs/nit-srinagar-Recruitment.html,1 Junior Research Assistant (Department of Metallurgical & Materials Engineering),False,"Post Graduates,Engineers",Fresher,31-05-2025,4.0,Regular
19-05-2025,Sardar Patel University Vallabh Vidyanagar (SPUVVN),https://linkingsky.com/government-exams/Teaching_Jobs/spuvvn-recruitment.html,108 Assistant Professor/ Teaching Assistant,False,"Post Graduates,Engineers,Doctors",Fresher,31-05-2025,4.0,Regular
19-05-2025,Central Council for Research in Ayurvedic Sciences (CCRAS),https://linkingsky.com/government-exams/psu-jobs/ccras-recruitment.html,"18 Domain Expert, Consultant and Various (Walkin)",True,"Graduates,Post Graduates,Doctors","Fresher,Experience",29-05-2025,2.0,Regular
19-05-2025,National Rural Livelihoods Mission (NRLM),https://linkingsky.com/government-exams/psu-jobs/nrlm-recruitment.html,"13 Block Manager, Cluster Supervisor and Various",False,"Graduates,Post Graduates",Experience,30-05-2025,3.0,Regular
19-05-2025,Coir Board,https://linkingsky.com/government-exams/psu-jobs/coir-board-recruitment.html,"22 Design Assistant, Project Assistant and Various",False,"ITI,Graduates,Post Graduates,Engineers,Diploma",Experience,20-06-2025,,Regular
19-05-2025,Brahmaputra Cracker and Polymer Limited (BCPL),https://linkingsky.com/government-exams/psu-jobs/bcpl-recruitment.html,"27 Senior Engineer, Senior Officer and Various",False,"Graduates,Post Graduates,Engineers",Experience,17-06-2025,,Regular
19-05-2025,National Health Mission Kerala (NHM Kerala),https://linkingsky.com/government-exams/psu-jobs/nrhm-kerala-recruitment.html,12 Specialist Doctor (Malappuram),False,Doctors,Fresher,28-05-2025,1.0,Regular
19-05-2025,International Crops Research Institute for the Semi Arid Tropics (ICRISAT),https://linkingsky.com/government-exams/Teaching_Jobs/international-crops-research-institute-for-the-semi-arid-tropics-icrisat-recruitment.html,1 Senior Officer (Senior Engineer) (Civil),False,Engineers,Experience,05-06-2025,,Regular
19-05-2025,University of Hyderabad (UOHYD),https://linkingsky.com/government-exams/Teaching_Jobs/hyderabad-university-recruitment.html,1 Senior Research Fellow,False,Post Graduates,Experience,28-05-2025,1.0,Regular
19-05-2025,Institute of Chemical Technology Mumbai (ICT Mumbai),https://linkingsky.com/government-exams/Teaching_Jobs/ict-mumbai-recruitment.html,1 Post doctoral Fellow,False,Post Graduates,Fresher,30-05-2025,3.0,Regular
19-05-2025,Central Marine Fisheries Research Institute (CMFRI),https://linkingsky.com/government-exams/Teaching_Jobs/cmfri-recruitment.html,1 Young Professional I,False,Graduates,Fresher,31-05-2025,4.0,Regular
19-05-2025,Central Marine Fisheries Research Institute (CMFRI),https://linkingsky.com/government-exams/Teaching_Jobs/cmfri-recruitment.html,1 Young Professional I,False,Graduates,Experience,30-05-2025,3.0,Regular
19-05-2025,Punjab Agricultural University (PAU),https://linkingsky.com/government-exams/Teaching_Jobs/punjab-agricultural-university-recruitment.html,1 Junior Research Fellow,False,Post Graduates,Fresher,29-05-2025,2.0,Regular
19-05-2025,Raman Research Institute Bangalore (RRI Bangalore),https://linkingsky.com/government-exams/Teaching_Jobs/rri-recruitment.html,1 Science Communicator,False,Post Graduates,Experience,17-06-2025,,Regular
19-05-2025,Raman Research Institute Bangalore (RRI Bangalore),https://linkingsky.com/government-exams/Teaching_Jobs/rri-recruitment.html,2 Research Assistant,False,Post Graduates,Experience,13-06-2025,,Regular
19-05-2025,National Brain Research Centre (NBRC),https://linkingsky.com/government-exams/psu-jobs/nbrc-recruitment.html,2 Scientist IV/ Associate Professor,False,"Post Graduates,Doctors",Experience,20-06-2025,,Regular
19-05-2025,National Brain Research Centre (NBRC),https://linkingsky.com/government-exams/psu-jobs/nbrc-recruitment.html,3 Scientist V/ Additional Professor,False,"Post Graduates,Doctors",Experience,20-06-2025,,Regular
19-05-2025,Central Silk Board (CSB),https://linkingsky.com/government-exams/psu-jobs/central-silk-board-recruitment.html,36 Scientist B,False,Post Graduates,Fresher,05-06-2025,,Top Job
19-05-2025,National Institute of Technology Surathkal (NIT Surathkal),https://linkingsky.com/government-exams/Teaching_Jobs/nit-karnataka-recruitment.html,1 Postdoctoral Fellow (MTCR-WR-CE),False,Post Graduates,Experience,Today,,Regular
19-05-2025,Punjab Agricultural University (PAU),https://linkingsky.com/government-exams/Teaching_Jobs/punjab-agricultural-university-recruitment.html,1 Field Investigator (KVK Bathinda),False,Post Graduates,Fresher,28-05-2025,1.0,Regular
19-05-2025,National Institute of Technology Tiruchirappalli (NIT Trichy),https://linkingsky.com/government-exams/Teaching_Jobs/nit-trichy-recruitment.html,3 Junior Research Fellow (Metallurgical and Materials Engineering),False,"Post Graduates,Engineers",Fresher,06-06-2025,,Regular
19-05-2025,National Institute of Technology Tiruchirappalli (NIT Trichy),https://linkingsky.com/government-exams/Teaching_Jobs/nit-trichy-recruitment.html,1 Project Associate I (Department of Chemistry),False,Post Graduates,Fresher,30-06-2025,,Regular
19-05-2025,Jawaharlal Institute of Postgraduate Medical Education and Research (JIPMER),https://linkingsky.com/government-exams/Teaching_Jobs/jipmer-recruitment.html,1 Project Technical Support II,False,"Graduates,Engineers,Doctors",Fresher,28-05-2025,1.0,Regular
19-05-2025,Jawaharlal Institute of Postgraduate Medical Education and Research (JIPMER),https://linkingsky.com/government-exams/Teaching_Jobs/jipmer-recruitment.html,1 Project Technician III/ Nurse (Walkin),True,Doctors,Experience,Today,,Regular
19-05-2025,Jawaharlal Institute of Postgraduate Medical Education and Research (JIPMER),https://linkingsky.com/government-exams/Teaching_Jobs/jipmer-recruitment.html,1 Senior Research Fellow (Walkin),True,Post Graduates,"Fresher,Experience",02-06-2025,,Regular
19-05-2025,Institute of Chemical Technology Mumbai (ICT Mumbai),https://linkingsky.com/government-exams/Teaching_Jobs/ict-mumbai-recruitment.html,3 Junior Research Fellow,False,Post Graduates,Fresher,31-05-2025,4.0,Regular
19-05-2025,Institute of Chemical Technology Mumbai (ICT Mumbai),https://linkingsky.com/government-exams/Teaching_Jobs/ict-mumbai-recruitment.html,3 Junior Research Fellow,False,Post Graduates,Fresher,31-05-2025,4.0,Regular
19-05-2025,Centre for Management Development Kerala (CMD Kerala),https://linkingsky.com/government-exams/psu-jobs/centre-for-management-development-kerala-recruitment.html,1 Finance Manager (NRLM) (Kudumbashree),False,Post Graduates,Experience,28-05-2025,1.0,Regular
19-05-2025,Indian Institute of Technology Gandhinagar (IIT Gandhinagar),https://linkingsky.com/government-exams/Teaching_Jobs/iit-gandhinagar-recruitment.html,2 Program Associate I,False,"Graduates,Post Graduates,Engineers","Fresher,Experience",05-06-2025,,Regular
19-05-2025,National Institute of Electronics and Information Technology (NIELIT),https://linkingsky.com/government-exams/Teaching_Jobs/nielit-recruitment.html,"6 Senior Faculty, Faculty and Junior Accountant",False,"Post Graduates,Engineers",Experience,02-06-2025,,Regular
19-05-2025,Deendayal Port Trust,https://linkingsky.com/government-exams/psu-jobs/deendayal-port-trust-recruitment.html,11 Pilot and Various,False,"Post Graduates,Doctors",Experience,05-06-2025,,Regular
19-05-2025,North Eastern Regional Institute of Science and Technology (NERIST),https://linkingsky.com/government-exams/Teaching_Jobs/nerist-recruitment.html,2 Guest Faculty (Department of Agricultural Engineering),False,Post Graduates,Fresher,13-06-2025,,Regular
19-05-2025,Digital India Corporation (DIC),https://linkingsky.com/government-exams/psu-jobs/digital-india-corporation-dic-recruitment.html,1 Assistant Manager/Deputy Manager (Digital India Bhashini Division),False,"Graduates,Post Graduates,Post Graduate Diploma",Experience,28-05-2025,1.0,Regular
19-05-2025,Motilal Nehru National Institute of Technology Allahabad (MNNIT Allahabad),https://linkingsky.com/government-exams/Teaching_Jobs/mnnit-allahabad-recruitment.html,2 Research Assistant (Department of Civil Engineering),False,"Post Graduates,Engineers",Fresher,03-06-2025,,Regular
19-05-2025,National Institute of Technology Nagaland (NIT Nagaland),https://linkingsky.com/government-exams/Teaching_Jobs/nit-nagaland-recruitment.html,1 Junior Research Fellow,False,Post Graduates,Fresher,09-06-2025,,Regular
19-05-2025,National Cooperative Development Corporation (NCDC),https://linkingsky.com/government-exams/psu-jobs/national-cooperative-development-corporation-recruitment.html,2 Young Professional (Data Analytics),False,"Graduates,Engineers",Experience,31-05-2025,4.0,Regular
19-05-2025,Assam Agricultural University (AAU),https://linkingsky.com/government-exams/Teaching_Jobs/aau-recruitment.html,1 Young Professional I (Walkin),True,Graduates,Fresher,30-05-2025,3.0,Regular
19-05-2025,Mohanlal Sukhadia University (MLSU),https://linkingsky.com/government-exams/Teaching_Jobs/mlsu-recruitment.html,1 Teaching Consultant /Guest Faculty (Faculty of Visual Arts) (Walkin),True,Post Graduates,Fresher,28-05-2025,1.0,Regular
19-05-2025,National Institute of Electronics and Information Technology (NIELIT),https://linkingsky.com/government-exams/Teaching_Jobs/nielit-recruitment.html,3 Faculty/ Junior Faculty (Ajmer Kekri) (Walkin),True,"Post Graduates,Engineers",Fresher,30-05-2025,3.0,Regular
19-05-2025,Indian Institute of Toxicology Research (IITR Lucknow),https://linkingsky.com/government-exams/Teaching_Jobs/iitr-lucknow-recruitment.html,4 Junior Stenographer,False,"Intermediate,Servicemen",Fresher,31-05-2025,4.0,Regular
19-05-2025,Indian Army,https://linkingsky.com/government-exams/Police-Defence-Jobs/Indian-Army-Recruitment.html,90 Technical Entry Scheme (TES-54),False,Intermediate,Fresher,12-06-2025,,Top Job
19-05-2025,Deendayal Port Trust,https://linkingsky.com/government-exams/psu-jobs/deendayal-port-trust-recruitment.html,30 Junior Site Engineer,False,Engineers,Experience,05-06-2025,,Regular
19-05-2025,Indian Institute of Information Technology Design and Manufacturing Jabalpur (IIITDM Jabalpur),https://linkingsky.com/government-exams/Teaching_Jobs/iiitdm-jabalpur-recruitment.html,1 Junior Research Fellow,False,"Post Graduates,Engineers",Fresher,30-05-2025,3.0,Regular
19-05-2025,Deendayal Port Trust,https://linkingsky.com/government-exams/psu-jobs/deendayal-port-trust-recruitment.html,1 Medical Officer (Port Health Centre Vadinar),False,Doctors,Experience,05-06-2025,,Regular
19-05-2025,Institute for Development and Research in Banking Technology (IDRBT),https://linkingsky.com/government-exams/bank/idrbt-recruitment.html,"7 UI / UX Designer, Research / Project Associates and Various",False,"Post Graduates,Engineers",Experience,31-05-2025,4.0,Regular
19-05-2025,Indian Institute of Technology Guwahati (IIT Guwahati),https://linkingsky.com/government-exams/Teaching_Jobs/iit-guwahati-recruitment.html,"23 Life Guard, General Fitness Trainer and Various (Walkin)",True,"Intermediate,Graduates,Diploma",Fresher,10-06-2025,,Regular
19-05-2025,Indian Institute of Technology Guwahati (IIT Guwahati),https://linkingsky.com/government-exams/Teaching_Jobs/iit-guwahati-recruitment.html,1 Assistant Project Engineer,False,"Post Graduates,Engineers",Fresher,28-05-2025,1.0,Regular
19-05-2025,Indian Institute of Technology Guwahati (IIT Guwahati),https://linkingsky.com/government-exams/Teaching_Jobs/iit-guwahati-recruitment.html,1 Assistant Project Scientist (Department of Design),False,Post Graduates,Experience,30-05-2025,3.0,Regular
19-05-2025,Indian Institute of Technology Guwahati (IIT Guwahati),https://linkingsky.com/government-exams/Teaching_Jobs/iit-guwahati-recruitment.html,2 Associate Project Engineer (Walkin),True,"Post Graduates,Engineers","Fresher,Experience",28-05-2025,1.0,Regular
19-05-2025,Dr Hari Singh Gour University (DHSGSU),https://linkingsky.com/government-exams/Teaching_Jobs/dhsgsu-recruitment.html,1 Junior Research Fellow (Department of Zoology),False,Post Graduates,Fresher,31-05-2025,4.0,Regular
19-05-2025,Lakshadweep Administration,https://linkingsky.com/government-exams/psu-jobs/lakshadweep-administration-recruitment.html,1 Apprentice (Department of Fisheries),False,ITI,Fresher,05-06-2025,,Regular
19-05-2025,National Centre for Disease Control (NCDC),https://linkingsky.com/government-exams/psu-jobs/ncdc-recruitment.html,1 Young Professional (Fisheries),False,Post Graduates,Experience,31-05-2025,4.0,Regular
19-05-2025,All India Institute of Medical Sciences Raipur (AIIMS Raipur),https://linkingsky.com/government-exams/psu-jobs/aiims-raipur-recruitment.html,1 Pediatrician / Neonatologist,False,Doctors,Fresher,31-05-2025,4.0,Regular
19-05-2025,Panjab University,https://linkingsky.com/government-exams/Teaching_Jobs/panjab-university-recruitment.html,1 Junior Research Fellow (Department of Chemistry),False,Post Graduates,Fresher,15-06-2025,,Regular
19-05-2025,Indian Institute of Management Bangalore (IIM Bangalore),https://linkingsky.com/government-exams/Teaching_Jobs/iim-bangalore-recruitment.html,1 Academic Associate (Entrepreneurship Area),False,Post Graduates,Fresher,29-05-2025,2.0,Regular
17-05-2025,Aeronautical Development Agency (ADA),https://linkingsky.com/government-exams/psu-jobs/aeronautical-development-agency-recruitment.html,"23 Project Admin Assistant, Project Technical Assistant and Various",False,"Graduates,Post Graduates,Engineers,Post Graduate Diploma","Fresher,Experience",13-06-2025,,Regular
17-05-2025,West Khasi Hills District,https://linkingsky.com/government-exams/psu-jobs/west-khasi-hills-district-recruitment.html,1 Office Assistant / Clerk (DLSA) (Walkin),True,Graduates,Fresher,Today,,Regular
17-05-2025,West Khasi Hills District,https://linkingsky.com/government-exams/psu-jobs/west-khasi-hills-district-recruitment.html,2 Thematic Expert and District Accountant (RGSA),False,"Graduates,Post Graduates",Experience,28-05-2025,1.0,Regular
17-05-2025,West Khasi Hills District,https://linkingsky.com/government-exams/psu-jobs/west-khasi-hills-district-recruitment.html,22 Grade IV (Extended),False,Matriculation,Fresher,14-06-2025,,Top Job
17-05-2025,Electronics Corporation of India Limited (ECIL),https://linkingsky.com/government-exams/psu-jobs/ecil-recruitment.html,45 Technician Gr II,False,"ITI,Servicemen",Fresher,05-06-2025,,Top Job
17-05-2025,Electronics Corporation of India Limited (ECIL),https://linkingsky.com/government-exams/psu-jobs/ecil-recruitment.html,80 Graduate Engineer Trainee,False,"Servicemen,Engineers",Fresher,05-06-2025,,Top Job
17-05-2025,Indian Institute of Technology Kharagpur (IIT Kharagpur),https://linkingsky.com/government-exams/Teaching_Jobs/iit-kharagpur-recruitment.html,4 Project Associate and Junior Research Fellow (Computer Science and Engineering),False,"Post Graduates,Engineers",Fresher,31-05-2025,4.0,Regular
17-05-2025,Indian Institute of Technology Kharagpur (IIT Kharagpur),https://linkingsky.com/government-exams/Teaching_Jobs/iit-kharagpur-recruitment.html,1 Project Lab Assistant (Department Cryogenic Engineering),False,"Graduates,Engineers,Diploma",Fresher,03-06-2025,,Regular
17-05-2025,Indian Institute of Technology Kharagpur (IIT Kharagpur),https://linkingsky.com/government-exams/Teaching_Jobs/iit-kharagpur-recruitment.html,3 Post Doctoral Fellow and Junior Project Engineer,False,"Post Graduates,Engineers",Fresher,05-06-2025,,Regular
17-05-2025,Indian Institute of Technology Kharagpur (IIT Kharagpur),https://linkingsky.com/government-exams/Teaching_Jobs/iit-kharagpur-recruitment.html,3 Senior Project Assistant and Junior Research Fellow,False,"Post Graduates,Engineers",Fresher,06-06-2025,,Regular
17-05-2025,West Khasi Hills District,https://linkingsky.com/government-exams/psu-jobs/west-khasi-hills-district-recruitment.html,"63 LDA, Driver and Various (Extended)",False,"Intermediate,Matriculation",Fresher,09-06-2025,,Top Job
17-05-2025,Sardar Vallabhbhai National Institute of Technology Surat (SVNIT Surat),https://linkingsky.com/government-exams/Teaching_Jobs/svnit-recruitment.html,1 Junior Research Fellow (Department of Chemistry),False,Post Graduates,Fresher,31-05-2025,4.0,Regular
17-05-2025,Sardar Vallabhbhai National Institute of Technology Surat (SVNIT Surat),https://linkingsky.com/government-exams/Teaching_Jobs/svnit-recruitment.html,1 Teaching Assistant (Department of Chemistry) (Walkin),True,Post Graduates,Fresher,09-06-2025,,Regular
17-05-2025,Wadia Institute of Himalayan Geology (WIHG),https://linkingsky.com/government-exams/Teaching_Jobs/wihg-dehradun-recruitment.html,"3 JRF, Project Assistant and Project Scientist (Walkin)",True,"Graduates,Post Graduates",Fresher,06-06-2025,,Regular
17-05-2025,Sardar Vallabhbhai National Institute of Technology Surat (SVNIT Surat),https://linkingsky.com/government-exams/Teaching_Jobs/svnit-recruitment.html,1 Teaching Assistant (Department of Electronics Engineering),False,Post Graduates,Fresher,20-06-2025,,Regular
17-05-2025,Sardar Vallabhbhai National Institute of Technology Surat (SVNIT Surat),https://linkingsky.com/government-exams/Teaching_Jobs/svnit-recruitment.html,1 Teaching Assistant (Department of Chemical Engineering) (Walkin),True,Post Graduates,Fresher,16-06-2025,,Regular
17-05-2025,Islamic University of Science and Technology (IUST),https://linkingsky.com/government-exams/Teaching_Jobs/iust-recruitment.html,1 Research Associate,False,"Post Graduates,Doctors",Experience,30-05-2025,3.0,Regular
17-05-2025,Indian Institute of Management Kozhikode (IIM Kozhikode),https://linkingsky.com/government-exams/Teaching_Jobs/iim-kozhikode-recruitment.html,1 Psychologist (Male),False,Post Graduates,Experience,03-06-2025,,Regular
17-05-2025,Indian Institute of Management Kozhikode (IIM Kozhikode),https://linkingsky.com/government-exams/Teaching_Jobs/iim-kozhikode-recruitment.html,1 Maintenance Engineer (Plants),False,"Post Graduates,Engineers,Diploma",Experience,12-06-2025,,Regular
17-05-2025,All India Institutes of Medical Sciences Deoghar (AIIMS Deoghar),https://linkingsky.com/government-exams/psu-jobs/all-india-institutes-of-medical-sciences-deoghar-aiims-deoghar-recruitment.html,"3 Scientist, Lab Technician and Research Assistant/ Staff Nurse",False,"Graduates,Post Graduates,Doctors","Fresher,Experience",30-05-2025,3.0,Regular
17-05-2025,Islamic University of Science and Technology (IUST),https://linkingsky.com/government-exams/Teaching_Jobs/iust-recruitment.html,1 Project Associate I (Department of Chemistry),False,Post Graduates,Fresher,Today,,Regular
17-05-2025,Indian Institute of Technology Ropar (IIT Ropar),https://linkingsky.com/government-exams/Teaching_Jobs/iit-ropar-recruitment.html,1 Junior Research Fellow (Department of Civil Engineering),False,Post Graduates,Fresher,15-06-2025,,Regular
17-05-2025,Hindustan Copper Limited,https://linkingsky.com/government-exams/psu-jobs/hindustan-copper-limited-recruitment.html,10 Apprentices (Taloja Copper Project),False,ITI,Fresher,15-06-2025,,Regular
17-05-2025,Hindustan Copper Limited,https://linkingsky.com/government-exams/psu-jobs/hindustan-copper-limited-recruitment.html,209 Trade Apprentice (Khetri Copper Complex),False,"ITI,Matriculation",Fresher,02-06-2025,,Top Job
17-05-2025,National Institute of Immunology (NII),https://linkingsky.com/government-exams/Teaching_Jobs/nii-recruitment.html,11 Staff Scientist III/IV (Extended),False,"Post Graduates,Doctors",Experience,15-06-2025,,Regular
17-05-2025,Department of Health and Family Welfare Meghalaya (DHFW Meghalaya),https://linkingsky.com/government-exams/psu-jobs/department-of-health-and-family-welfare-meghalaya-dhfw-meghalaya-recruitment.html,"46 Medical Health Officer, Staff Nurse and Various (State Cancer Society)",False,"Graduates,Post Graduates,Doctors",Experience,28-05-2025,1.0,Regular
17-05-2025,Andhra Pradesh Medical Services Recruitment Board (APMSRB),https://linkingsky.com/government-exams/psu-jobs/andhra-pradesh-medical-services-recruitment-board-apmsrb-recruitment.html,28 Assistant Professor (Visakha Institute of Medical Sciences) (Walkin),True,"Servicemen,Doctors",Fresher,29-05-2025,2.0,Regular
17-05-2025,Indian Space Research Organisation (ISRO),https://linkingsky.com/government-exams/psu-jobs/isro-recruitment.html,31 Scientist/Engineer (SC) (National Remote Sensing Centre),False,"Servicemen,Post Graduates",Fresher,30-05-2025,3.0,Top Job
17-05-2025,Directorate of Health Services Meghalaya,https://linkingsky.com/government-exams/psu-jobs/directorate-of-health-services-meghalaya-recruitment.html,10 Professor and Associate Professor (Shillong Medical College),False,"Post Graduates,Doctors",Experience,31-05-2025,4.0,Regular
17-05-2025,National Academy Of Defence Production (NADP),https://linkingsky.com/government-exams/Police-Defence-Jobs/national-academy-of-defence-production-nadp-recruitment.html,1 Accountant,False,Graduates,Experience,03-06-2025,,Regular
17-05-2025,National Institute of Technology Durgapur (NIT Durgapur),https://linkingsky.com/government-exams/Teaching_Jobs/nit-durgapur-recruitment.html,4 Senior Research Fellow (Department of Electrical Engineering) (Walkin),True,"Post Graduates,Engineers",Fresher,02-06-2025,,Regular
17-05-2025,National Institute of Technology Calicut (NIT Calicut),https://linkingsky.com/government-exams/Teaching_Jobs/nit-calicut-recruitment.html,1 Junior Research Fellow (Department ECE),False,Post Graduates,Fresher,02-06-2025,,Regular
17-05-2025,Indian Institute of Technology Patna (IIT Patna),https://linkingsky.com/government-exams/Teaching_Jobs/iit-patna-recruitment.html,1 Research Associate I (Electrical Engineering Department),False,Post Graduates,"Fresher,Experience",31-05-2025,4.0,Regular
17-05-2025,Spices Board,https://linkingsky.com/government-exams/psu-jobs/spices-board-recruitment.html,1 Trainee analyst (Chemistry) (SC/ST candidates) (Walkin),True,Graduates,Fresher,30-05-2025,3.0,Regular
17-05-2025,University of Kashmir (Kashmir University),https://linkingsky.com/government-exams/Teaching_Jobs/kashmir-university-recruitment.html,3 Junior Research Fellow/Project Fellow and Field Attendant/MTS,False,"Matriculation,Post Graduates",Fresher,31-05-2025,4.0,Regular
17-05-2025,Nanaji Deshmukh Veterinary Science University (NDVSU),https://linkingsky.com/government-exams/Teaching_Jobs/ndvsu-recruitment.html,1 Laboratory Assistant (Walkin),True,Graduates,Fresher,28-05-2025,1.0,Regular
17-05-2025,National Institute of Homeopathy (NIH),https://linkingsky.com/government-exams/Teaching_Jobs/national-institute-homeopathy-recruitment.html,"4 Radiographer, Library Information Assistant and JHT (Walkin)",True,Graduates,"Fresher,Experience",28-05-2025,1.0,Regular
16-05-2025,Gujarat High Court,https://linkingsky.com/government-exams/psu-jobs/gujarat-high-court-recruitment.html,86 Driver,False,"Intermediate,Servicemen",Fresher,06-06-2025,,Top Job
16-05-2025,Institute of Himalayan Bioresource Technology (IHBT),https://linkingsky.com/government-exams/Teaching_Jobs/ihbt-recruitment.html,6 Project Associate/Project Assistant (Walkin),True,"Graduates,Post Graduates","Fresher,Experience",05-06-2025,,Regular
16-05-2025,Institute of Himalayan Bioresource Technology (IHBT),https://linkingsky.com/government-exams/Teaching_Jobs/ihbt-recruitment.html,"6 Project Associate, Project Assistant and Various (Walkin)",True,"Intermediate,ITI,Post Graduates","Fresher,Experience",03-06-2025,,Regular
16-05-2025,All India Institute of Medical Sciences Raebareli (AIIMS Raebareli),https://linkingsky.com/government-exams/psu-jobs/all-india-institute-of-medical-sciences-raebareli-aiims-raebareli-recruitment.html,28 Senior Resident (Walkin),True,Doctors,Fresher,29-05-2025,2.0,Regular
16-05-2025,Christian Medical College and Hospital Vellore (CMCH Vellore),https://linkingsky.com/government-exams/psu-jobs/cmch-vellore-recruitment.html,3 Project Scientist I/II/III,False,"Post Graduates,Doctors",Experience,31-05-2025,4.0,Regular
16-05-2025,National Centre for Disease Informatics and Research (NCDIR),https://linkingsky.com/government-exams/psu-jobs/ncdir-bangalore-recruitment.html,3 Young Professional I/II,False,"Graduates,Post Graduates,Engineers","Fresher,Experience",02-06-2025,,Regular
16-05-2025,Advanced Centre for Treatment Research and Education in Cancer (ACTREC),https://linkingsky.com/government-exams/psu-jobs/actrec-mumbai-recruitment.html,1 Project Research Scientist I (Walkin),True,Post Graduates,Experience,29-05-2025,2.0,Regular
16-05-2025,National Agri Food Biotechnology Institute (NABI),https://linkingsky.com/government-exams/Teaching_Jobs/nabi-recruitment.html,"4 Project Manager, Principal Project Manager and Various",False,"Graduates,Post Graduates",Experience,16-06-2025,,Regular
16-05-2025,All India Institute of Medical Sciences Raebareli (AIIMS Raebareli),https://linkingsky.com/government-exams/psu-jobs/all-india-institute-of-medical-sciences-raebareli-aiims-raebareli-recruitment.html,10 Junior Resident (Walkin),True,Doctors,Fresher,30-05-2025,3.0,Regular
16-05-2025,Advanced Centre for Treatment Research and Education in Cancer (ACTREC),https://linkingsky.com/government-exams/psu-jobs/actrec-mumbai-recruitment.html,1 Project Assistant (Walkin),True,Post Graduates,Experience,Today,,Regular
16-05-2025,Advanced Centre for Treatment Research and Education in Cancer (ACTREC),https://linkingsky.com/government-exams/psu-jobs/actrec-mumbai-recruitment.html,1 Project Technical Support I (Walkin),True,"Post Graduates,Doctors",Experience,29-05-2025,2.0,Regular
16-05-2025,Indian Institute of Chemical Technology (IICT),https://linkingsky.com/government-exams/Teaching_Jobs/iict-recruitment.html,"24 Project Associate, Project Assistant and Various (Walkin)",True,"Graduates,Post Graduates,Engineers,Doctors","Fresher,Experience",29-05-2025,2.0,Regular
16-05-2025,Institute of Advanced Study in Science and Technology (IASST),https://linkingsky.com/government-exams/Teaching_Jobs/iasst-recruitment.html,7 Associate Professor I/II,False,"Post Graduates,Doctors",Experience,14-06-2025,,Regular
16-05-2025,National Council for Cement and Building Materials (NCCBM),https://linkingsky.com/government-exams/psu-jobs/nccbm-recruitment.html,3 Deputy Manager,False,"Servicemen,Graduates,Post Graduates,Post Graduate Diploma",Experience,31-05-2025,4.0,Regular
16-05-2025,Jawaharlal Nehru Manipur Dance Academy (JNMDA),https://linkingsky.com/government-exams/Teaching_Jobs/jawaharlal-nehru-manipur-dance-academy-jnmda-recruitment.html,"7 Junior Clerk, Assistant and Various",False,"Intermediate,Graduates","Fresher,Experience",20-06-2025,,Top Job
16-05-2025,Odisha Public Service Commission (OPSC),https://linkingsky.com/government-exams/STATE_PSC/opsc-recruitment.html,314 Assistant Professor (Board Speciality),False,"Servicemen,Doctors",Fresher,26-06-2025,,Top Job
16-05-2025,National Centre for Disease Informatics and Research (NCDIR),https://linkingsky.com/government-exams/psu-jobs/ncdir-bangalore-recruitment.html,2 Consultant (Scientific Medical / Non-Medical),False,"Post Graduates,Doctors",Experience,02-06-2025,,Regular
16-05-2025,Jawaharlal Nehru Centre for Advanced Scientific Research (JNCASR),https://linkingsky.com/government-exams/psu-jobs/jncasr-recruitment.html,2 Project Associate I,False,Post Graduates,Fresher,08-06-2025,,Regular
16-05-2025,Jawaharlal Nehru Centre for Advanced Scientific Research (JNCASR),https://linkingsky.com/government-exams/psu-jobs/jncasr-recruitment.html,1 Junior Research Fellow,False,"Post Graduates,Engineers",Fresher,01-06-2025,,Regular
16-05-2025,Indian Institute of Technology Bhilai (IIT Bhilai),https://linkingsky.com/government-exams/Teaching_Jobs/iit-bhilai-recruitment.html,3 Junior Research Fellow and Project Assistant,False,"Graduates,Post Graduates,Engineers,Diploma",Fresher,30-05-2025,3.0,Regular
16-05-2025,Sangeet Natak Akademi,https://linkingsky.com/government-exams/psu-jobs/sangeet-natak-akademi-recruitment.html,1 Director (Kathak Kendra),False,Post Graduates,Experience,16-06-2025,,Regular
